"input: player_input,check_required",output: outcome_type
"input: I call upon my divine oath to protect me from the dark magic.,Constitution",output: Fail
"input: I attempt to snatch the key without waking him.,Sleight of Hand",output: Pass
"input: I attempt to snatch the key without waking him.,Sleight of Hand",output: Fail
"input: I try to steer the ship through the treacherous waters.,Navigator's Tools",output: Pass
"input: I try to steer the ship through the treacherous waters.,Navigator's Tools",output: Fail
"input: I search my memory for the relevant information.,History",output: Pass
"input: I search my memory for the relevant information.,History",output: Fail
"input: I try to maintain a poker face and convince my opponents I have a winning hand.,Deception",output: Pass
"input: I try to maintain a poker face and convince my opponents I have a winning hand.,Deception",output: Fail
"input: I try to sense any aura of good or evil about them.,Insight",output: Pass
"input: I try to sense any aura of good or evil about them.,Insight",output: Fail
"input: I look for subtle signs of its passage, like claw marks on trees.,Survival",output: Pass
"input: I look for subtle signs of its passage, like claw marks on trees.,Survival",output: Fail
"input: I subtly hint at the dark powers I command.,Intimidation",output: Pass
"input: I subtly hint at the dark powers I command.,Intimidation",output: Fail
"input: I try to soothe the animal and keep it from bolting.,Animal Handling",output: Pass
"input: I try to calm the animal and keep it from bolting.,Animal Handling",output: Fail
"input: I press my ear to the wall and try to hear what they are saying.,Perception",output: Pass
"input: I press my ear to the wall and try to hear what they are saying.,Perception",output: Fail
"input: I study the cloud patterns and the behavior of the local wildlife.,Nature",output: Pass
"input: I study the cloud patterns and the behavior of the local wildlife.,Nature",output: Fail
"input: I use my knowledge of alchemy to mix the correct reagents.,Alchemist's Supplies",output: Pass
"input: I use my knowledge of alchemy to mix the correct reagents.,Alchemist's Supplies",output: Fail
"input: I appeal to their sense of duty and honor.,Persuasion",output: Pass
"input: I appeal to their sense of duty and honor.,Persuasion",output: Fail
"input: I try to jury-rig a device to filter air from the water.,Tinker's Tools",output: Pass
"input: I try to jury-rig a device to filter air from the water.,Tinker's Tools",output: Fail
"input: I publicly call out the merchant for their sacrilegious fraud.,Intimidation",output: Pass
"input: I publicly call out the merchant for their sacrilegious fraud.,Intimidation",output: Fail
"input: I try to scale the sheer brick wall to escape to the rooftops.,Athletics",output: Pass
"input: I try to scale the sheer brick wall to escape to the rooftops.,Athletics",output: Fail
"input: I test the ice carefully before putting my full weight on it.,Survival",output: Pass
"input: I test the ice carefully before putting my full weight on it.,Survival",output: Fail
"input: I present my findings in a logical, academic fashion.,Persuasion",output: Pass
"input: I present my findings in a logical, academic fashion.,Persuasion",output: Fail
"input: I try to mimic the dining habits of the other nobles to blend in.,Sleight of Hand",output: Pass
"input: I try to mimic the dining habits of the other nobles to blend in.,Sleight of Hand",output: Fail
"input: I test the ropes to find a weak point.,Investigation",output: Pass
"input: I test the ropes to find a weak point.,Investigation",output: Fail
"input: I use my knowledge of monstrous creatures to identify the sound.,Nature",output: Pass
"input: I use my knowledge of monstrous creatures to identify the sound.,Nature",output: Fail
"input: I reach out with my mind to probe their consciousness.,Insight",output: Pass
"input: I reach out with my mind to probe their consciousness.,Insight",output: Fail
"input: I urge my steed onward to make the leap.,Animal Handling",output: Pass
"input: I urge my steed onward to make the leap.,Animal Handling",output: Fail
"input: I try to weave through the crowd without losing speed.,Acrobatics",output: Pass
"input: I try to weave through the crowd without losing speed.,Acrobatics",output: Fail
"input: I transform into a falcon to search from the sky.,Druidic Magic",output: Pass
"input: I transform into a falcon to search from the sky.,Druidic Magic",output: Fail
"input: I try to attach a charged crystal to my crossbow.,Arcana",output: Pass
"input: I try to attach a charged crystal to my crossbow.,Arcana",output: Fail
"input: I attempt to smash the door with my warhammer.,Athletics",output: Pass
"input: I attempt to smash the door with my warhammer.,Athletics",output: Fail
"input: I watch their hands closely for any sign of cheating.,Sleight of Hand",output: Pass
"input: I watch their hands closely for any sign of cheating.,Sleight of Hand",output: Fail
"input: I try to set a snare to catch a rabbit.,Survival",output: Pass
"input: I try to set a snare to catch a rabbit.,Survival",output: Fail
"input: I use my knowledge to mix the correct ingredients.,Herbalism Kit",output: Pass
"input: I use my knowledge to mix the correct ingredients.,Herbalism Kit",output: Fail
"input: I try to remember the poem in its entirety.,History",output: Pass
"input: I try to remember the poem in its entirety.,History",output: Fail
"input: I look for any symbols or architecture that seem out of place.,Investigation",output: Pass
"input: I look for any symbols or architecture that seem out of place.,Investigation",output: Fail
"input: I use my tools to fletch some new arrows.,Woodcarver's Tools",output: Pass
"input: I use my tools to fletch some new arrows.,Woodcarver's Tools",output: Fail
"input: I try to create a contract that is magically binding.,Arcana",output: Pass
"input: I try to create a contract that is magically binding.,Arcana",output: Fail
"input: I take command and try to lead them to victory.,Intimidation",output: Pass
"input: I take command and try to lead them to victory.,Intimidation",output: Fail
"input: I inspect the water for any signs of contamination.,Medicine",output: Pass
"input: I inspect the water for any signs of contamination.,Medicine",output: Fail
"input: I try to explain the importance of the grove to the ecosystem.,Nature",output: Pass
"input: I try to explain the importance of the grove to the ecosystem.,Nature",output: Fail
"input: I try to determine its properties.,Investigation",output: Pass
"input: I try to determine its properties.,Investigation",output: Fail
"input: I offer them my prayers and what little food I have.,Persuasion",output: Pass
"input: I offer them my prayers and what little food I have.,Persuasion",output: Fail
"input: I try to move across the roof without falling.,Acrobatics",output: Pass
"input: I try to move across the roof without falling.,Acrobatics",output: Fail
"input: I try to observe their traditions without causing offense.,Insight",output: Pass
"input: I try to observe their traditions without causing offense.,Insight",output: Fail
"input: I try to bind it to my will with a powerful spell.,Arcana",output: Pass
"input: I try to bind it to my will with a powerful spell.,Arcana",output: Fail
"input: I ask the bartender for information.,Investigation",output: Pass
"input: I ask the bartender for information.,Investigation",output: Fail
"input: I try to move quietly through the murky water.,Stealth",output: Pass
"input: I try to move quietly through the murky water.,Stealth",output: Fail
"input: I try to find a river and follow it downstream.,Survival",output: Pass
"input: I try to find a river and follow it downstream.,Survival",output: Fail
"input: I try to deceive the infernal creature.,Deception",output: Pass
"input: I try to deceive the infernal creature.,Deception",output: Fail
"input: I look for any signs of magical compulsion.,Insight",output: Pass
"input: I look for any signs of magical compulsion.,Insight",output: Fail
"input: I try to control my breathing and conserve oxygen.,Constitution",output: Pass
"input: I try to control my breathing and conserve oxygen.,Constitution",output: Fail
"input: I use my knowledge of herbs to create a remedy.,Herbalism Kit",output: Pass
"input: I use my knowledge of herbs to create a remedy.,Herbalism Kit",output: Fail
"input: I use my skills to build the device.,Tinker's Tools",output: Pass
"input: I use my skills to build the device.,Tinker's Tools",output: Fail
"input: I explain that my divine power can help cure the plague within.,Persuasion",output: Pass
"input: I explain that my divine power can help cure the plague within.,Persuasion",output: Fail
"input: I try to use my innate storm magic to calm the hurricane.,Arcana",output: Pass
"input: I try to use my innate storm magic to calm the hurricane.,Arcana",output: Fail
"input: I try to dodge his surprise attack and flow into a defensive stance.,Acrobatics",output: Pass
"input: I try to dodge his surprise attack and flow into a defensive stance.,Acrobatics",output: Fail
"input: I use my alchemist's supplies to mix the reagents.,Alchemist's Supplies",output: Pass
"input: I use my alchemist's supplies to mix the reagents.,Alchemist's Supplies",output: Fail
"input: I appeal to their sense of justice and compassion.,Persuasion",output: Pass
"input: I appeal to their sense of justice and compassion.,Persuasion",output: Fail
"input: I try to subtly spook the lead horse as it rounds the final turn.,Animal Handling",output: Pass
"input: I try to subtly spook the lead horse as it rounds the final turn.,Animal Handling",output: Fail
"input: I heave the massive log with all my barbarian rage.,Athletics",output: Pass
"input: I heave the massive log with all my barbarian rage.,Athletics",output: Fail
"input: I try to piece together the fragments to read the inscription.,Investigation",output: Pass
"input: I try to piece together the fragments to read the inscription.,Investigation",output: Fail
"input: I watch the dancers and try to mimic their steps.,Performance",output: Pass
"input: I watch the dancers and try to mimic their steps.,Performance",output: Fail
"input: I pray for divine insight into the nature of the affliction.,Medicine",output: Pass
"input: I pray for divine insight into the nature of the affliction.,Medicine",output: Fail
"input: I throw the grappling hook to secure a rope on the other side.,Acrobatics",output: Pass
"input: I throw the grappling hook to secure a rope on the other side.,Acrobatics",output: Fail
"input: I try to mask my dark thoughts and appear righteous.,Deception",output: Pass
"input: I try to mask my dark thoughts and appear righteous.,Deception",output: Fail
"input: I look for signs of their passage, like scared onlookers or a discarded weapon.,Insight",output: Pass
"input: I look for signs of their passage, like scared onlookers or a discarded weapon.,Insight",output: Fail
"input: I try to create a tiny, controlled spark of flame.,Sleight of Hand",output: Pass
"input: I try to create a tiny, controlled spark of flame.,Sleight of Hand",output: Fail
"input: I use my ki to propel myself up the vertical surface.,Athletics",output: Pass
"input: I use my ki to propel myself up the vertical surface.,Athletics",output: Fail
"input: I use my knowledge of arcane mechanics to deduce its function.,Arcana",output: Pass
"input: I use my knowledge of arcane mechanics to deduce its function.,Arcana",output: Fail
"input: I search my memory for the correct passage from my holy text.,Religion",output: Pass
"input: I search my memory for the correct passage from my holy text.,Religion",output: Fail
"input: I 'accidentally' topple a tall stack of books.,Stealth",output: Pass
"input: I 'accidentally' topple a tall stack of books.,Stealth",output: Fail
"input: I use my strength to push through the thorns.,Constitution",output: Pass
"input: I use my strength to push through the thorns.,Constitution",output: Fail
"input: I use my historical knowledge to date the artifact based on its markings.,History",output: Pass
"input: I use my historical knowledge to date the artifact based on its markings.,History",output: Fail
"input: I try to answer its riddle.,Intelligence",output: Pass
"input: I try to answer its riddle.,Intelligence",output: Fail
"input: I try to sense any source of desecration or unholy power.,Investigation",output: Pass
"input: I try to sense any source of desecration or unholy power.,Investigation",output: Fail
"input: I try to blend in with the leaves and branches.,Stealth",output: Pass
"input: I try to blend in with the leaves and branches.,Stealth",output: Fail
"input: I try to offer a fragment of a memory instead of a piece of my soul.,Deception",output: Pass
"input: I try to offer a fragment of a memory instead of a piece of my soul.,Deception",output: Fail
"input: I try to knock the sword from their hand with a precise strike.,Athletics",output: Pass
"input: I try to knock the sword from their hand with a precise strike.,Athletics",output: Fail
"input: I try to gently shape the air into a harmless vortex.,Performance",output: Pass
"input: I try to gently shape the air into a harmless vortex.,Performance",output: Fail
"input: I examine the tea for any abnormalities.,Perception",output: Pass
"input: I examine the tea for any abnormalities.,Perception",output: Fail
"input: I try to craft a masterwork set of lockpicks.,Tinker's Tools",output: Pass
"input: I try to craft a masterwork set of lockpicks.,Tinker's Tools",output: Fail
"input: I try to convince them to surrender their information by offering them mercy.,Persuasion",output: Pass
"input: I try to convince them to surrender their information by offering them mercy.,Persuasion",output: Fail
"input: I try to decipher the message using my knowledge of thieves' cant.,Investigation",output: Pass
"input: I try to decipher the message using my knowledge of thieves' cant.,Investigation",output: Fail
"input: I set a trap using a heavy log and a tripwire.,Survival",output: Pass
"input: I set a trap using a heavy log and a tripwire.,Survival",output: Fail
"input: I use my magical knowledge to try and activate the item.,Arcana",output: Pass
"input: I use my magical knowledge to try and activate the item.,Arcana",output: Fail
"input: I try to charm the noble's seneschal into arranging a meeting.,Persuasion",output: Pass
"input: I try to charm the noble's seneschal into arranging a meeting.,Persuasion",output: Fail
"input: I try to determine if the crops are blighted by dark magic.,Nature",output: Pass
"input: I try to determine if the crops are blighted by dark magic.,Nature",output: Fail
"input: I use my knowledge of herbs to create the poultice.,Herbalism Kit",output: Pass
"input: I use my knowledge of herbs to create the poultice.,Herbalism Kit",output: Fail
"input: I try to find the hidden meaning in the prophetic verse.,History",output: Pass
"input: I try to find the hidden meaning in the prophetic verse.,History",output: Fail
"input: I try to push my horse to its limits without exhausting it.,Animal Handling",output: Pass
"input: I try to push my horse to its limits without exhausting it.,Animal Handling",output: Fail
"input: I try to use my natural charisma to sell the lie.,Deception",output: Pass
"input: I try to use my natural charisma to sell the lie.,Deception",output: Fail
"input: I try to move through the room without getting hit.,Acrobatics",output: Pass
"input: I try to move through the room without getting hit.,Acrobatics",output: Fail
"input: I use my knowledge of alchemy to brew the potion.,Poisoner's Kit",output: Pass
"input: I use my knowledge of alchemy to brew the potion.,Poisoner's Kit",output: Fail
"input: I look for the signs of demonic possession.,Insight",output: Pass
"input: I look for the signs of demonic possession.,Insight",output: Fail
"input: I try to create a small, slick patch of ice on the ground in the thief's path.,Arcana",output: Pass
"input: I try to create a small, slick patch of ice on the ground in the thief's path.,Arcana",output: Fail
"input: I enter a meditative state to ignore the cold and the dizzying height.,Constitution",output: Pass
"input: I enter a meditative state to ignore the cold and the dizzying height.,Constitution",output: Fail
"input: I demonstrate my clockwork songbird, which mimics real birdsong.,Performance",output: Pass
"input: I demonstrate my clockwork songbird, which mimics real birdsong.,Performance",output: Fail
"input: I attempt to cleanse the sword with my divine power.,Religion",output: Pass
"input: I attempt to cleanse the sword with my divine power.,Religion",output: Fail
"input: I try to read their lips from across the room.,Perception",output: Pass
"input: I try to read their lips from across the room.,Perception",output: Fail
"input: I try to find the book by looking for one with a leather cover and a bear on it.,Investigation",output: Pass
"input: I try to find the book by looking for one with a leather cover and a bear on it.,Investigation",output: Fail
"input: I use my cartographer's tools to check for inconsistencies.,Cartographer's Tools",output: Pass
"input: I use my cartographer's tools to check for inconsistencies.,Cartographer's Tools",output: Fail
"input: I perform a series of silly juggling tricks.,Sleight of Hand",output: Pass
"input: I perform a series of silly juggling tricks.,Sleight of Hand",output: Fail
"input: I try to find the 'patient zero' to understand how the plague started.,Medicine",output: Pass
"input: I try to find the 'patient zero' to understand how the plague started.,Medicine",output: Fail
"input: I use my poisoner's kit to harvest venom from a giant spider.,Poisoner's Kit",output: Pass
"input: I use my poisoner's kit to harvest venom from a giant spider.,Poisoner's Kit",output: Fail
"input: I ask my patron for knowledge of the stars.,History",output: Pass
"input: I ask my patron for knowledge of the stars.,History",output: Fail
"input: I throw my shoulder into the pillar to topple it.,Athletics",output: Pass
"input: I throw my shoulder into the pillar to topple it.,Athletics",output: Fail
"input: I try to demonstrate my power with a controlled display of elemental fury.,Intimidation",output: Pass
"input: I try to demonstrate my power with a controlled display of elemental fury.,Intimidation",output: Fail
"input: I try to maintain my focus through the long, dark night.,Constitution",output: Pass
"input: I try to maintain my focus through the long, dark night.,Constitution",output: Fail
"input: I use my knowledge of stonemasonry to find the weakest spot.,Stonemasonry Tools",output: Pass
"input: I use my knowledge of stonemasonry to find the weakest spot.,Stonemasonry Tools",output: Fail
"input: I try to convince the ghost that I can help put it to rest if it helps me.,Persuasion",output: Pass
"input: I try to convince the ghost that I can help put it to rest if it helps me.,Persuasion",output: Fail
"input: I pour a small amount of water on the floor to see if it runs into any hidden seams.,Investigation",output: Pass
"input: I pour a small amount of water on the floor to see if it runs into any hidden seams.,Investigation",output: Fail
"input: I stare it down, showing no fear.,Animal Handling",output: Pass
"input: I stare it down, showing no fear.,Animal Handling",output: Fail
"input: I use my steady hand to copy the rune.,Sleight of Hand",output: Pass
"input: I use my steady hand to copy the rune.,Sleight of Hand",output: Fail
"input: I compose a song about the dragon's magnificent hoard and how a single missing coin would only enhance its legend.,Performance",output: Pass
"input: I compose a song about the dragon's magnificent hoard and how a single missing coin would only enhance its legend.,Performance",output: Fail
"input: I examine the wound for signs of necrotic energy.,Medicine",output: Pass
"input: I examine the wound for signs of necrotic energy.,Medicine",output: Fail
"input: I use my knowledge of natural tunnels and formations to find a way out.,Survival",output: Pass
"input: I use my knowledge of natural tunnels and formations to find a way out.,Survival",output: Fail
"input: I ask my patron for the answer.,Intelligence",output: Pass
"input: I ask my patron for the answer.,Intelligence",output: Fail
"input: I appeal to their courage and their sense of duty.,Persuasion",output: Pass
"input: I appeal to their courage and their sense of duty.,Persuasion",output: Fail
"input: I try to slow my descent by creating an updraft of wind.,Acrobatics",output: Pass
"input: I try to slow my descent by creating an updraft of wind.,Acrobatics",output: Fail
"input: I try to distribute my weight and move with perfect lightness.,Stealth",output: Pass
"input: I try to distribute my weight and move with perfect lightness.,Stealth",output: Fail
"input: I try to build a 'translation earhorn' using a combination of cogs and enchantment.,Arcana",output: Pass
"input: I try to build a 'translation earhorn' using a combination of cogs and enchantment.,Arcana",output: Fail
"input: I try to intimidate it with the power of my faith.,Intimidation",output: Pass
"input: I try to intimidate it with the power of my faith.,Intimidation",output: Fail
"input: I look for subtle clues to tell them apart.,Investigation",output: Pass
"input: I look for subtle clues to tell them apart.,Investigation",output: Fail
"input: I try to find a snow rabbit's burrow.,Survival",output: Pass
"input: I try to find a snow rabbit's burrow.,Survival",output: Fail
"input: I try to create a perfect illusion of their commanding officer.,Deception",output: Pass
"input: I try to create a perfect illusion of their commanding officer.,Deception",output: Fail
"input: I start playing a lively dwarven drinking song on my lute.,Performance",output: Pass
"input: I start playing a lively dwarven drinking song on my lute.,Performance",output: Fail
"input: I search my memory for the symbol.,History",output: Pass
"input: I search my memory for the symbol.,History",output: Fail
"input: I use mud and reeds to blend in with my surroundings.,Stealth",output: Pass
"input: I use mud and reeds to blend in with my surroundings.,Stealth",output: Fail
"input: I show it a glimpse of my patron's terrifying form.,Intimidation",output: Pass
"input: I show it a glimpse of my patron's terrifying form.,Intimidation",output: Fail
"input: I look for signs of stress or damage to the building's foundation.,Investigation",output: Pass
"input: I look for signs of stress or damage to the building's foundation.,Investigation",output: Fail
"input: I try to speak to it in its own fiery language.,Persuasion",output: Pass
"input: I try to speak to it in its own fiery language.,Persuasion",output: Fail
"input: I try to find the perfect point of balance for each stone.,Sleight of Hand",output: Pass
"input: I try to find the perfect point of balance for each stone.,Sleight of Hand",output: Fail
"input: I try to craft a lantern with a specially ground crystal lens.,Arcana",output: Pass
"input: I try to craft a lantern with a specially ground crystal lens.,Arcana",output: Fail
"input: I use my divine sense to detect any deception.,Insight",output: Pass
"input: I use my divine sense to detect any deception.,Insight",output: Fail
"input: I try to communicate with the elemental, offering to free it for a favor.,Persuasion",output: Pass
"input: I try to communicate with the elemental, offering to free it for a favor.,Persuasion",output: Fail
"input: I try to read a book from a distance by memorizing the page in a glance.,Investigation",output: Pass
"input: I try to read a book from a distance by memorizing the page in a glance.,Investigation",output: Fail
"input: I try to use logic to deconstruct the riddle's linguistic flaws.,Intelligence",output: Pass
"input: I try to use logic to deconstruct the riddle's linguistic flaws.,Intelligence",output: Fail
"input: I try to use my own faith to overwhelm the phylactery's defenses.,Religion",output: Pass
"input: I try to use my own faith to overwhelm the phylactery's defenses.,Religion",output: Fail
"input: I mention the name of a rival smuggler, implying they sold him out.,Deception",output: Pass
"input: I mention the name of a rival smuggler, implying they sold him out.,Deception",output: Fail
"input: I try to navigate the city without my primary weapon.,Wisdom",output: Pass
"input: I try to navigate the city without my primary weapon.,Wisdom",output: Fail
"input: I try to cast the spell by phonetically sounding out the strange words.,Arcana",output: Pass
"input: I try to cast the spell by phonetically sounding out the strange words.,Arcana",output: Fail
"input: I try to tell a story using only my lute.,Performance",output: Pass
"input: I try to tell a story using only my lute.,Performance",output: Fail
"input: I offer them a loaf of bread and a prayer for their safety.,Persuasion",output: Pass
"input: I offer them a loaf of bread and a prayer for their safety.,Persuasion",output: Fail
"input: I try to scrape some moss into a pouch to use for silent movement later.,Stealth",output: Pass
"input: I try to scrape some moss into a pouch to use for silent movement later.,Stealth",output: Fail
"input: I try to find the one true reflection by looking for the one that doesn't show a vision.,Investigation",output: Pass
"input: I try to find the one true reflection by looking for the one that doesn't show a vision.,Investigation",output: Fail
"input: I discreetly use the silver tip of my dagger to test the wine.,Sleight of Hand",output: Pass
"input: I discreetly use the silver tip of my dagger to test the wine.,Sleight of Hand",output: Fail
"input: I try to draw the heat out of the fire with my magic.,Arcana",output: Pass
"input: I try to draw the heat out of the fire with my magic.,Arcana",output: Fail
"input: I try to anticipate his moves by reading his body language.,Insight",output: Pass
"input: I try to anticipate his moves by reading his body language.,Insight",output: Fail
"input: I use my alchemist's supplies to analyze a sample.,Alchemist's Supplies",output: Pass
"input: I use my alchemist's supplies to analyze a sample.,Alchemist's Supplies",output: Fail
"input: I explain that its purpose in this world is fulfilled and it can now be at peace.,Religion",output: Pass
"input: I explain that its purpose in this world is fulfilled and it can now be at peace.,Religion",output: Fail
"input: I try to find a way to get a grip on the greasy rope.,Acrobatics",output: Pass
"input: I try to find a way to get a grip on the greasy rope.,Acrobatics",output: Fail
"input: I play a powerful, primal rhythm that stirs the heart.,Performance",output: Pass
"input: I play a powerful, primal rhythm that stirs the heart.,Performance",output: Fail
"input: I try to use a scrying spell to find him.,Arcana",output: Pass
"input: I try to use a scrying spell to find him.,Arcana",output: Fail
"input: I craft a clever, backhanded compliment.,Deception",output: Pass
"input: I craft a clever, backhanded compliment.,Deception",output: Fail
"input: I use my divine sense to detect the undead one.,Insight",output: Pass
"input: I use my divine sense to detect the undead one.,Insight",output: Fail
"input: I try to make the incredibly precise shot.,Athletics",output: Pass
"input: I try to make the incredibly precise shot.,Athletics",output: Fail
"input: I try to find a pattern in the color shifts.,Investigation",output: Pass
"input: I try to find a pattern in the color shifts.,Investigation",output: Fail
"input: I try to recall the castle's original blueprints from my studies.,History",output: Pass
"input: I try to recall the castle's original blueprints from my studies.,History",output: Fail
"input: I try to use my innate charisma, enhanced by a subtle magical aura.,Persuasion",output: Pass
"input: I try to use my innate charisma, enhanced by a subtle magical aura.,Persuasion",output: Fail
"input: I try to run along the walls of the room to get the key.,Acrobatics",output: Pass
"input: I try to run along the walls of the room to get the key.,Acrobatics",output: Fail
"input: I use my knowledge of engineering to build a sturdy raft.,Woodcarver's Tools",output: Pass
"input: I use my knowledge of engineering to build a sturdy raft.,Woodcarver's Tools",output: Fail
"input: I use my divine sense to detect any evil clinging to the object.,Investigation",output: Pass
"input: I use my divine sense to detect any evil clinging to the object.,Investigation",output: Fail
"input: I carefully taste a tiny, non-lethal amount of the poison.,Poisoner's Kit",output: Pass
"input: I carefully taste a tiny, non-lethal amount of the poison.,Poisoner's Kit",output: Fail
"input: I try to ignore the insult and control my temper.,Wisdom",output: Pass
"input: I try to ignore the insult and control my temper.,Wisdom",output: Fail
"input: I try to control the unpredictable magical energies.,Arcana",output: Pass
"input: I try to control the unpredictable magical energies.,Arcana",output: Fail
"input: I compose a moving sonnet about the beauty of the sunset.,Performance",output: Pass
"input: I compose a moving sonnet about the beauty of the sunset.,Performance",output: Fail
"input: I use my religious knowledge to narrow down the search.,Religion",output: Pass
"input: I use my religious knowledge to narrow down the search.,Religion",output: Fail
"input: I look for the familiar constellation to find my way.,Survival",output: Pass
"input: I look for the familiar constellation to find my way.,Survival",output: Fail
"input: I display a dark magical feat and speak in cryptic verses.,Deception",output: Pass
"input: I display a dark magical feat and speak in cryptic verses.,Deception",output: Fail
"input: I try to gauge their loyalty and morale.,Insight",output: Pass
"input: I try to gauge their loyalty and morale.,Insight",output: Fail
"input: I attempt to summon a localized rain shower over the fire.,Nature",output: Pass
"input: I attempt to summon a localized rain shower over the fire.,Nature",output: Fail
"input: I try to achieve the necessary speed and precision.,Sleight of Hand",output: Pass
"input: I try to achieve the necessary speed and precision.,Sleight of Hand",output: Fail
"input: I use my alchemist's supplies to create a powerful adhesive.,Alchemist's Supplies",output: Pass
"input: I use my alchemist's supplies to create a powerful adhesive.,Alchemist's Supplies",output: Fail
"input: I try to shatter it with a divinely empowered strike.,Athletics",output: Pass
"input: I try to shatter it with a divinely empowered strike.,Athletics",output: Fail
"input: I subtly feed misinformation to one side, pretending to be their ally, to manipulate them into a truce.,Deception",output: Pass
"input: I subtly feed misinformation to one side, pretending to be their ally, to manipulate them into a truce.,Deception",output: Fail
"input: I try to recall accounts of their previous duels to find a weakness in their fighting style.,History",output: Pass
"input: I try to recall accounts of their previous duels to find a weakness in their fighting style.,History",output: Fail
"input: I try to reshape the dreamscape to my advantage by imagining a weapon into existence.,Charisma",output: Pass
"input: I try to reshape the dreamscape to my advantage by imagining a weapon into existence.,Charisma",output: Fail
"input: I try to comfort the ghost by listening to its story with empathetic silence.,Insight",output: Pass
"input: I try to comfort the ghost by listening to its story with empathetic silence.,Insight",output: Fail
"input: I try to build a net-launcher to catch the specific book I need.,Tinker's Tools",output: Pass
"input: I try to build a net-launcher to catch the specific book I need.,Tinker's Tools",output: Fail
"input: I search their old bedroom for clues to their motivations or weaknesses.,Investigation",output: Pass
"input: I search their old bedroom for clues to their motivations or weaknesses.,Investigation",output: Fail
"input: I use my loaded dice to cheat.,Dice Set",output: Pass
"input: I use my loaded dice to cheat.,Dice Set",output: Fail
"input: I try to determine if the recent 'earthquakes' are the turtle waking up.,Nature",output: Pass
"input: I try to determine if the recent 'earthquakes' are the turtle waking up.,Nature",output: Fail
"input: I try to read a book by calming my mind and attuning to its resonant frequency.,Arcana",output: Pass
"input: I try to read a book by calming my mind and attuning to its resonant frequency.,Arcana",output: Fail
"input: I offer to perform a song in the baker's shop for a day to pay for the stolen bread.,Performance",output: Pass
"input: I offer to perform a song in the baker's shop for a day to pay for the stolen bread.,Performance",output: Fail
"input: I try to restore their faith by debating theology with them.,Religion",output: Pass
"input: I try to restore their faith by debating theology with them.,Religion",output: Fail
"input: I use my knowledge of supernatural creatures to identify the tracks.,Survival",output: Pass
"input: I use my knowledge of supernatural creatures to identify the tracks.,Survival",output: Fail
"input: I try to purchase the memory of a secret password from a vendor.,Deception",output: Pass
"input: I try to purchase the memory of a secret password from a vendor.,Deception",output: Fail
"input: I approach it slowly, with an offering of food and no sudden movements.,Animal Handling",output: Pass
"input: I approach it slowly, with an offering of food and no sudden movements.,Animal Handling",output: Fail
"input: I try to mimic the form with perfect muscle memory.,Sleight of Hand",output: Pass
"input: I try to mimic the form with perfect muscle memory.,Sleight of Hand",output: Fail
"input: I appeal to her by showing my deep connection to the forest.,Nature",output: Pass
"input: I appeal to her by showing my deep connection to the forest.,Nature",output: Fail
"input: I offer them a chance at a new life and a clean slate in exchange for the information.,Persuasion",output: Pass
"input: I offer them a chance at a new life and a clean slate in exchange for the information.,Persuasion",output: Fail
"input: I study the terrain and my knowledge of their general's favorite tactics.,History",output: Pass
"input: I study the terrain and my knowledge of their general's favorite tactics.,History",output: Fail
"input: I try to turn the wooden bar to ash with my fire magic.,Arcana",output: Pass
"input: I try to turn the wooden bar to ash with my fire magic.,Arcana",output: Fail
"input: I use my discipline to slow my heart and detect any poison in a small bite.,Constitution",output: Pass
"input: I take a tiny bite and detect any poison with my discipline.,Constitution",output: Fail
"input: I try to hotwire the construct's arcane power core.,Tinker's Tools",output: Pass
"input: I try to hotwire the construct's arcane power core.,Tinker's Tools",output: Fail
"input: I use my sheer strength and righteous fury to hold up the ceiling.,Athletics",output: Pass
"input: I use my sheer strength and righteous fury to hold up the ceiling.,Athletics",output: Fail
"input: I try to create a diversion by cutting a merchant's purse so his coins spill everywhere.,Sleight of Hand",output: Pass
"input: I try to create a diversion by cutting a merchant's purse so his coins spill everywhere.,Sleight of Hand",output: Fail
"input: I try to approach the seal without it noticing me.,Stealth",output: Pass
"input: I try to approach the seal without it noticing me.,Stealth",output: Fail
"input: I cast an identification spell on the metal.,Arcana",output: Pass
"input: I cast an identification spell on the metal.,Arcana",output: Fail
"input: I pretend to be a clueless provincial lord to get them to lower their guard.,Performance",output: Pass
"input: I pretend to be a clueless provincial lord to get them to lower their guard.,Performance",output: Fail
"input: I use my divine sense to detect the object's aura.,Religion",output: Pass
"input: I use my divine sense to detect the object's aura.,Religion",output: Fail
"input: I look for signs of its passage, like dropped feathers or claw marks on high branches.,Investigation",output: Pass
"input: I look for signs of its passage, like dropped feathers or claw marks on high branches.,Investigation",output: Fail
"input: I try to trick the lock with a drop of my own magically-infused blood.,Deception",output: Pass
"input: I try to trick the lock with a drop of my own magically-infused blood.,Deception",output: Fail
"input: I survey the battlefield from the hilltop.,Insight",output: Pass
"input: I survey the battlefield from the hilltop.,Insight",output: Fail
"input: I forge a letter from one crime boss to the other, making it seem like a betrayal.,Forgery Kit",output: Pass
"input: I forge a letter from one crime boss to the other, making it seem like a betrayal.,Forgery Kit",output: Fail
"input: I try to analyze their strange style to find a weakness.,Investigation",output: Pass
"input: I try to analyze their strange style to find a weakness.,Investigation",output: Fail
"input: I try to create a small, focused gust of wind.,Sleight of Hand",output: Pass
