"input: player_id, character_backstory, scene_context, player_input","output: check_required, outcome_type"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., A small child has fallen into a river's rapids., I dive into the water to rescue the child.","output: Athletics, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., A small child has fallen into a river's rapids., I dive into the water to rescue the child.","output: Athletics, Fail"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars. He is guided by its whispers., You are standing before a statue of an ancient god., I try to discern if there is any residual divine magic left in the statue.","output: Religion, Pass"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars. He is guided by its whispers., You are standing before a statue of an ancient god., I try to discern if there is any residual divine magic left in the statue.","output: Religion, Fail"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., You are accused of a crime you didn't commit., I speak in my own defense, appealing to the court's sense of justice.","output: Persuasion, Pass"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and a protector of the innocent., You are accused of a crime you didn't commit., I speak in my own defense, appealing to the court's sense of justice.","output: Persuasion, Fail"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance in a chaotic world., You are being shot at by archers from a wall., I try to deflect the arrows with my open hands.","output: Acrobatics, Pass"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance in a chaotic world., You are being shot at by archers from a wall., I try to deflect the arrows with my open hands.","output: Acrobatics, Fail"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., You find a plant you don't recognize with strange, glowing berries., I use my knowledge of nature to see if it's poisonous.","output: Nature, Pass"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., You find a plant you don't recognize with strange, glowing berries., I use my knowledge of nature to see if it's poisonous.","output: Nature, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are in the middle of a vast, sun-scorched desert., I try to find shelter from the oppressive heat.","output: Survival, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are in the middle of a vast, sun-scorched desert., I try to find shelter from the oppressive heat.","output: Survival, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are on a ship caught in a fierce storm. The main mast has cracked., I try to brace the mast with my raw strength.","output: Athletics, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are on a ship caught in a fierce storm. The main mast has cracked., I try to brace the mast with my raw strength.","output: Athletics, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are in a courtroom, serving as an expert witness on magical phenomena., I explain the principles of elemental magic to the court.","output: Arcana, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are in a courtroom, serving as an expert witness on magical phenomena., I explain the principles of elemental magic to the court.","output: Arcana, Fail"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are in the lair of a greedy dragon, sitting on its hoard of gold., I try to flatter the dragon, complimenting the luster of its scales.","output: Persuasion, Pass"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are in the lair of a greedy dragon, sitting on its hoard of gold., I try to flatter the dragon, complimenting the luster of its scales.","output: Persuasion, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You have found a wounded griffin with a broken wing., I approach the creature cautiously and attempt to mend its wing with healing magic.","output: Animal Handling, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You have found a wounded griffin with a broken wing., I approach the creature cautiously and attempt to mend its wing with healing magic.","output: Animal Handling, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are in a bustling port city, trying to find information on a sea monster., I ask the old sailors at the docks if they've seen the creature.","output: Investigation, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are in a bustling port city, trying to find information on a sea monster., I ask the old sailors at the docks if they've seen the creature.","output: Investigation, Fail"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars. He is guided by its whispers., You are in a strange, non-Euclidean maze that shifts and changes around you., I allow the whispers of my patron to guide my path.","output: Pact Magic, Pass"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars. He is guided by its whispers., You are in a strange, non-Euclidean maze that shifts and changes around you., I allow the whispers of my patron to guide my path.","output: Pact Magic, Fail"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., You are guarding a diplomat who is secretly a spy., I watch the diplomat's interactions closely, looking for any sign of treachery.","output: Insight, Pass"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., You are guarding a diplomat who is secretly a spy., I watch the diplomat's interactions closely, looking for any sign of treachery.","output: Insight, Fail"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance in a chaotic world., You are being held in a prison cell. The lock on the door is old and simple., I attempt to kick the door open.","output: Athletics, Pass"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance in a chaotic world., You are being held in a prison cell. The lock on the door is old and simple., I attempt to kick the door open.","output: Athletics, Fail"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., You are in a barren wasteland, corrupted by industrial waste., I attempt to use my magic to encourage new life to grow.","output: Nature, Pass"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., You are in a barren wasteland, corrupted by industrial waste., I attempt to use my magic to encourage new life to grow.","output: Nature, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You need to cross a heavily guarded bridge to enter a castle., I try to swim across the moat under the cover of darkness.","output: Stealth, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You need to cross a heavily guarded bridge to enter a castle., I try to swim across the moat under the cover of darkness.","output: Stealth, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are lost in a swamp and have contracted a feverish illness., I push through the illness with sheer toughness.","output: Constitution, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are lost in a swamp and have contracted a feverish illness., I push through the illness with sheer toughness.","output: Constitution, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You find a series of ancient gears and levers that seem to be part of a larger mechanism., I try to deduce the purpose of the mechanism.","output: Investigation, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You find a series of ancient gears and levers that seem to be part of a larger mechanism., I try to deduce the purpose of the mechanism.","output: Investigation, Fail"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., A group of children are scared of a monster they believe is in the woods., I tell the children a silly story to make them laugh and forget their fears.","output: Performance, Pass"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., A group of children are scared of a monster they believe is in the woods., I tell the children a silly story to make them laugh and forget their fears.","output: Performance, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You suspect a town official is secretly a member of a death cult., I look for subtle signs of their allegiance, like a hidden holy symbol or coded language.","output: Insight, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You suspect a town official is secretly a member of a death cult., I look for subtle signs of their allegiance, like a hidden holy symbol or coded language.","output: Insight, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are in a deep cave system and your torch goes out., I try to navigate the darkness using my other senses.","output: Perception, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are in a deep cave system and your torch goes out., I try to navigate the darkness using my other senses.","output: Perception, Fail"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars. He is guided by its whispers., A rival has challenged you to a magical duel., I try to overwhelm my rival with a blast of pure eldritch power.","output: Arcana, Pass"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars. He is guided by its whispers., A rival has challenged you to a magical duel., I try to overwhelm my rival with a blast of pure eldritch power.","output: Arcana, Fail"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., A bridge has been destroyed, and you need to get villagers across a river., I chop down a large tree to create a makeshift bridge.","output: Athletics, Pass"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., A bridge has been destroyed, and you need to get villagers across a river., I chop down a large tree to create a makeshift bridge.","output: Athletics, Fail"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance in a chaotic world., You are trying to meditate, but are being distracted by loud noises., I attempt to enter a state of calm and block out the distractions.","output: Wisdom, Pass"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance in a chaotic world., You are trying to meditate, but are being distracted by loud noises., I attempt to enter a state of calm and block out the distractions.","output: Wisdom, Fail"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., You are in a dry, arid land., I use my magic to find the nearest underground water source.","output: Survival, Pass"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., You are in a dry, arid land., I use my magic to find the nearest underground water source.","output: Survival, Fail"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., You are trying to earn the trust of a reclusive centaur clan., I try to show them respect by observing their customs from a distance before approaching.","output: Nature, Pass"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., You are trying to earn the trust of a reclusive centaur clan., I try to show them respect by observing their customs from a distance before approaching.","output: Nature, Fail"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance., You are on a ship's crow's nest during a storm, trying to spot a landmark., I try to keep my balance as the ship rocks violently.","output: Acrobatics, Pass"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance., You are on a ship's crow's nest during a storm, trying to spot a landmark., I try to keep my balance as the ship rocks violently.","output: Acrobatics, Fail"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., You are leading a group of refugees through a dangerous, monster-infested swamp., I try to keep their spirits up with a tale of a past victory.","output: Performance, Pass"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., You are leading a group of refugees through a dangerous, monster-infested swamp., I try to keep their spirits up with a tale of a past victory.","output: Performance, Fail"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You have found a mysterious altar that hums with a strange energy., I try to determine the nature of the altar's magic.","output: Religion, Pass"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You have found a mysterious altar that hums with a strange energy., I try to determine the nature of the altar's magic.","output: Religion, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are hunting in a forest and spot a deer., I try to take it down with a single, clean shot from my bow.","output: Stealth, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are hunting in a forest and spot a deer., I try to take it down with a single, clean shot from my bow.","output: Stealth, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are presented with two goblets of wine by a suspicious noble. One is poisoned., I try to tell from the noble's expression which goblet is safe.","output: Insight, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are presented with two goblets of wine by a suspicious noble. One is poisoned., I try to tell from the noble's expression which goblet is safe.","output: Insight, Fail"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are trying to convince a skeptical ship captain to give you passage., I offer to pay for my passage by working as a deckhand and entertainer.","output: Persuasion, Pass"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are trying to convince a skeptical ship captain to give you passage., I offer to pay for my passage by working as a deckhand and entertainer.","output: Persuasion, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are in an ancient tomb, and the walls are covered in hieroglyphs., I translate the hieroglyphs to learn the tomb owner's story.","output: History, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are in an ancient tomb, and the walls are covered in hieroglyphs., I translate the hieroglyphs to learn the tomb owner's story.","output: History, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are climbing a massive tree to get a better view of the surrounding area., I use my strength to pull myself up the thick branches.","output: Athletics, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are climbing a massive tree to get a better view of the surrounding area., I use my strength to pull myself up the thick branches.","output: Athletics, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are in a crowded ballroom and need to pass a message to a contact without being seen., I attempt to slip the note into my contact's pocket as I 'accidentally' bump into them.","output: Sleight of Hand, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are in a crowded ballroom and need to pass a message to a contact without being seen., I attempt to slip the note into my contact's pocket as I 'accidentally' bump into them.","output: Sleight of Hand, Fail"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., You find a cave bear that has been magically put to sleep., I try to identify the type of magic used.","output: Arcana, Pass"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., You find a cave bear that has been magically put to sleep., I try to identify the type of magic used.","output: Arcana, Fail"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance., You are walking a tightrope as part of a challenge in a monastery., I clear my mind and focus only on the rope and my goal.","output: Acrobatics, Pass"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance., You are walking a tightrope as part of a challenge in a monastery., I clear my mind and focus only on the rope and my goal.","output: Acrobatics, Fail"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., You are facing a charging wild boar., I stand my ground and attempt to stop its charge with my shield.","output: Athletics, Pass"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., You are facing a charging wild boar., I stand my ground and attempt to stop its charge with my shield.","output: Athletics, Fail"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You are in a library, looking for a book on summoning rituals., I search the occult section for the specific tome.","output: Investigation, Pass"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You are in a library, looking for a book on summoning rituals., I search the occult section for the specific tome.","output: Investigation, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You have been poisoned by a monster's barb., I use my knowledge of herbs to create an antidote.","output: Medicine, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You have been poisoned by a monster's barb., I use my knowledge of herbs to create an antidote.","output: Medicine, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to convince a town guard that a prominent noble is a vampire., I present the evidence I've gathered in a logical manner.","output: Persuasion, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to convince a town guard that a prominent noble is a vampire., I present the evidence I've gathered in a logical manner.","output: Persuasion, Fail"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You need to get a secret message to a prisoner in the dungeons., I try to bribe a guard to deliver the message for me.","output: Deception, Pass"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You need to get a secret message to a prisoner in the dungeons., I try to bribe a guard to deliver the message for me.","output: Deception, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., A magical barrier blocks your path. It seems to be powered by three glowing crystals., I try to overload the barrier by channeling too much energy into it.","output: Arcana, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., A magical barrier blocks your path. It seems to be powered by three glowing crystals., I try to overload the barrier by channeling too much energy into it.","output: Arcana, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are tracking a band of orcs through the wilderness., I search for signs of their passage.","output: Survival, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are tracking a band of orcs through the wilderness., I search for signs of their passage.","output: Survival, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are hiding from a patrol of guards in a dark alley., I hold my breath and try to remain perfectly still in the shadows.","output: Stealth, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are hiding from a patrol of guards in a dark alley., I hold my breath and try to remain perfectly still in the shadows.","output: Stealth, Fail"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., You encounter a strange, glowing plant., I try to identify the plant and its properties.","output: Nature, Pass"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., You encounter a strange, glowing plant., I try to identify the plant and its properties.","output: Nature, Fail"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance., You are in a tense standoff. You need to act before your opponent does., I try to react faster than my opponent.","output: Dexterity, Pass"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance., You are in a tense standoff. You need to act before your opponent does., I try to react faster than my opponent.","output: Dexterity, Fail"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., You are trying to recall the specific lineage of a noble house to prove a claim., I search my memory for the details of the family tree.","output: History, Pass"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., You are trying to recall the specific lineage of a noble house to prove a claim., I search my memory for the details of the family tree.","output: History, Fail"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., A door is sealed by a puzzle involving rotating rings with symbols., I attempt to solve the puzzle.","output: Intelligence, Pass"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., A door is sealed by a puzzle involving rotating rings with symbols., I attempt to solve the puzzle.","output: Intelligence, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to find a safe place to camp for the night in a dangerous forest., I look for a defensible position with good visibility.","output: Survival, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are trying to find a safe place to camp for the night in a dangerous forest., I look for a defensible position with good visibility.","output: Survival, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to bless a desecrated graveyard to put the restless spirits to rest., I perform a holy ritual to consecrate the ground.","output: Religion, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are trying to bless a desecrated graveyard to put the restless spirits to rest., I perform a holy ritual to consecrate the ground.","output: Religion, Fail"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are trying to remember a forgotten piece of local folklore., I try to recall the story I heard from an old woman in the last village.","output: History, Pass"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are trying to remember a forgotten piece of local folklore., I try to recall the story I heard from an old woman in the last village.","output: History, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are caught in a magical trap that is slowly draining your life force., I try to resist the trap's effects through sheer force of will.","output: Constitution, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You are caught in a magical trap that is slowly draining your life force., I try to resist the trap's effects through sheer force of will.","output: Constitution, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are being taunted by a much smaller, faster opponent., I try to control my anger and not let the taunts get to me.","output: Wisdom, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are being taunted by a much smaller, faster opponent., I try to control my anger and not let the taunts get to me.","output: Wisdom, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You need to get information from a prisoner, but the guards won't let you talk to them., I try to create a distraction to draw the guards away from the cell.","output: Deception, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You need to get information from a prisoner, but the guards won't let you talk to them., I try to create a distraction to draw the guards away from the cell.","output: Deception, Fail"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., A pack of wolves is stalking you., I transform into a large bear to intimidate them.","output: Druidic Magic, Pass"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., A pack of wolves is stalking you., I transform into a large bear to intimidate them.","output: Druidic Magic, Fail"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance., You are trying to catch a fish in a river with your bare hands., I wait for the perfect moment to strike.","output: Sleight of Hand, Pass"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance., You are trying to catch a fish in a river with your bare hands., I wait for the perfect moment to strike.","output: Sleight of Hand, Fail"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., You are riding your horse through a dangerous, rocky path., I try to guide my horse safely through the terrain.","output: Animal Handling, Pass"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., You are riding your horse through a dangerous, rocky path., I try to guide my horse safely through the terrain.","output: Animal Handling, Fail"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You find a corpse with strange markings carved into its skin., I try to determine if the markings are part of a ritual.","output: Investigation, Pass"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You find a corpse with strange markings carved into its skin., I try to determine if the markings are part of a ritual.","output: Investigation, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are in a tavern and overhear a rumor about a beast., I listen carefully to gather as many details as I can.","output: Perception, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are in a tavern and overhear a rumor about a beast., I listen carefully to gather as many details as I can.","output: Perception, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are treating a patient with a non-magical, but serious, illness., I use my medical knowledge to treat the patient's symptoms.","output: Medicine, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., You are treating a patient with a non-magical, but serious, illness., I use my medical knowledge to treat the patient's symptoms.","output: Medicine, Fail"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are in a foreign land and need to ask for directions., I use gestures and pantomime to communicate with the locals.","output: Performance, Pass"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are in a foreign land and need to ask for directions., I use gestures and pantomime to communicate with the locals.","output: Performance, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You need to identify the school of magic a rival wizard is using., I try to recognize the components and incantation of their spell.","output: Arcana, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You need to identify the school of magic a rival wizard is using., I try to recognize the components and incantation of their spell.","output: Arcana, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to break down a barred door., I throw my full weight against the door.","output: Athletics, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are trying to break down a barred door., I throw my full weight against the door.","output: Athletics, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to disarm a pressure plate trap you've found., I use my thieves' tools to carefully jam the mechanism.","output: Thieves' Tools, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to disarm a pressure plate trap you've found., I use my thieves' tools to carefully jam the mechanism.","output: Thieves' Tools, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are in a gladiatorial arena, and the crowd is jeering at you., I try to win their favor with an acrobatic flourish.","output: Performance, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are in a gladiatorial arena, and the crowd is jeering at you., I try to win their favor with an acrobatic flourish.","output: Performance, Fail"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are in the cargo hold of a ship, and a heavy crate has fallen, pinning a sailor's leg., I try to lift the crate off the sailor.","output: Athletics, Pass"
"input: 102, Bjorn, a stoic barbarian from the northern mountains, exiled from his clan for a perceived weakness., You are in the cargo hold of a ship, and a heavy crate has fallen, pinning a sailor's leg., I try to lift the crate off the sailor.","output: Athletics, Fail"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You have found a sample of a mysterious poison., I try to identify the poison's ingredients and effects.","output: Medicine, Pass"
"input: 103, Lyra, a scholarly wizard who seeks forbidden knowledge from ancient ruins., You have found a sample of a mysterious poison., I try to identify the poison's ingredients and effects.","output: Medicine, Fail"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are trying to cross a frozen lake at night., I use the stars to navigate towards the town on the other side.","output: Survival, Pass"
"input: 104, Finn, a charismatic bard who travels the world collecting stories and songs., You are trying to cross a frozen lake at night., I use the stars to navigate towards the town on the other side.","output: Survival, Fail"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., A vampire has you mesmerized with its gaze., I try to resist the magical charm by focusing on my holy symbol.","output: Wisdom, Pass"
"input: 105, Seraphina, a devoted cleric of the Sun God, on a mission to cleanse a blighted land., A vampire has you mesmerized with its gaze., I try to resist the magical charm by focusing on my holy symbol.","output: Wisdom, Fail"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are in a volcanic cavern, and the heat is almost unbearable., I try to endure the extreme heat.","output: Constitution, Pass"
"input: 106, Kaelen, a grim ranger and sole survivor of a beast attack on his village. He now hunts monsters., You are in a volcanic cavern, and the heat is almost unbearable., I try to endure the extreme heat.","output: Constitution, Fail"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You are speaking with a mischievous fey creature., I try to see through its illusions.","output: Investigation, Pass"
"input: 107, Alistair, a warlock who made a pact with an unknowable entity from beyond the stars., You are speaking with a mischievous fey creature., I try to see through its illusions.","output: Investigation, Fail"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., You are in a smithy, and your shield is dented., I attempt to repair my shield myself.","output: Smith's Tools, Pass"
"input: 108, Ser Galahad, a noble knight sworn to an oath of chivalry and the protection of the innocent., You are in a smithy, and your shield is dented., I attempt to repair my shield myself.","output: Smith's Tools, Fail"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance., You need to get past a door that is magically sealed., I try to find a non-magical solution, like a hidden latch or pulley.","output: Perception, Pass"
"input: 109, Caelus, a monk raised in a remote mountain monastery. He seeks to find personal balance., You need to get past a door that is magically sealed., I try to find a non-magical solution, like a hidden latch or pulley.","output: Perception, Fail"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., You are in a petrified forest., I try to sense if there is any life left in the stone trees.","output: Nature, Pass"
"input: 110, Nessa, a druid who is the sworn protector of an ancient forest and can speak with its creatures., You are in a petrified forest., I try to sense if there is any life left in the stone trees.","output: Nature, Fail"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to start a rumor in a tavern., I discreetly spread a juicy piece of gossip among the patrons.","output: Deception, Pass"
"input: 101, Elara, a nimble rogue who grew up on the city streets, seeks a legendary lost dagger., You are trying to start a rumor in a tavern., I discreetly spread a juicy piece of gossip among the patrons.","output: Deception, Fail"
